id,fund,name,slug,fund_url,sectors,website,description,stage,stage_year,founded_year,invested_year,logo_url,source_modified,ticker_symbol,acquirer,founders
19,new-schools,Bedford Stuyvesant New Beginnings Charter Schools,bedford-stuyvesant-new-beginnings-charter-schools-2,https://www.newschools.org/venture/bedford-stuyvesant-new-beginnings-charter-schools-2/,Innovative Schools,http://www.bsnbcs.org,"At Bedford Stuyvesant New Beginnings Charter Schools, families, educators, and community members collaborate to create a supportive and academically rigorous environment. Combining 21st-century learning, project-based and service learning, and traditional coursework, New Beginnings prepares students to thrive in competitive academic settings and to become responsible, engaged global citizens.",Past,,2010,,https://www.newschools.org/wp-content/uploads/2024/12/Bedford-Stuyvesant-New-Beginnings-Charter-Schools.png,,,,
20,new-schools,BeeReaders,beereaders-2,https://www.newschools.org/venture/beereaders-2/,Learning Solutions,https://www.beereaders.com/,"BeeReaders Español offers culturally responsive content, adaptive assessments, and educator/family supports to build Spanish-speaking students’ literacy skills in both Spanish and English. Research has shown that developing these students’ Spanish literacy is beneficial not only to their development of English reading and writing skills, but also to a positive sense of identity and belonging. While the solution was developed for use in Latin American countries, the team is now prioritizing growth in dual language and bilingual programs in the United States.",,,2020,2022,,,,,
21,new-schools,"BELIEVE Schools, Inc",believe-schools-inc,https://www.newschools.org/venture/believe-schools-inc/,Innovative Schools,http://believeschools.org,"BELIEVE Circle City High School is a public college and career preparatory high school dedicated to the achievement of students in the Indianapolis area. Our mission is to develop students into leaders through a community that fosters their agency, autonomy, and acceleration— providing a foundation for future independence and success.",Past,,,2023,https://www.newschools.org/wp-content/uploads/2023/09/BelieveSCircle-Logo1-1.png,,,,
22,new-schools,BELIEVE St. Louis,believe-st-louis,https://www.newschools.org/venture/believe-st-louis/,Innovative Schools,https://believeschools.org/,"BELIEVE Academy is a public college and career preparatory high school focused on student achievement in the St. Louis area. The school’s mission is to develop students into leaders through a community that emphasizes agency, autonomy, and acceleration, laying the foundation for independence and long-term success.",Past,,,2024,https://www.newschools.org/wp-content/uploads/2024/10/Believe-St.-Louis.png,,,,
23,new-schools,Bernalillo Public Schools,bernalillo-public-schools,https://www.newschools.org/venture/bernalillo-public-schools/,Diverse Leaders,https://www.bernalillo-schools.org/,"Bernalillo Public Schools seeks to reduce the barriers of entry and increase the long-term retention of Indigenous and Hispanic educators by offering a combination of financial, educational, and instructional support in their Diverse Educator Fellowship.",,,,2022,,,,,
24,new-schools,Bilingual Generation,bilingual-generation-2,https://www.newschools.org/venture/bilingual-generation-2/,Learning Solutions,,"Bili by Bilingual Generation is a bilingual learning app, approved by both science and “abuelita.” Designed for children ages 3-8, Bili offers culturally responsive learning experiences to address the digital tools gap for over 11 million young emergent multilingual learners in the U.S.",Past,,2021,2024,https://www.newschools.org/wp-content/uploads/2024/10/Bilingual-Generation-1.png,,,,
25,new-schools,Black Education for New Orleans (BE NOLA),black-education-for-new-orleans-be-nola,https://www.newschools.org/venture/black-education-for-new-orleans-be-nola/,Diverse Leaders,http://www.blackedunola.org,"BE NOLA is launching the Black is Brilliant Institute. The Black is Brilliant Institute is a six month paid fellowship for New Orleans’ Black teachers that provides a wellness and learning space. This fellowship is rooted in educators’ and students’ community cultural wealth and is dedicated to teachers’ pursuit of preparation, wholeness, and liberation. The Institute elevates educators’ connections to their Community Cultural Wealth and develops their ability to teach content that is connected to the “ground under their students’ feet.” The Institute offers a fusion of holistic development previously unavailable to Black teachers in New Orleans.",,,2022,2023,https://www.newschools.org/wp-content/uploads/2023/09/BENOLA_LOGO_HIGH_RES-1024x791.jpg,,,,
26,new-schools,Black Educator Advocates Network,black-educator-advocates-network,https://www.newschools.org/venture/black-educator-advocates-network/,Diverse Leaders,http://blackeducatorsadvocate.org,"The Black Educators Advocates Network exists to transform the environment, practices, and policies that affect the educational experience for Black educators, administrators, students, and parents. Founded by Black educators who recognized the desperate need for an educational experience that considers and centers around Black students, BEAN is committed to transforming the learning environment for students of color. BEAN centers its efforts around community building, research and discovery, and bold advocacy.",,,2019,2022,,,,,
27,new-schools,BrainScience Works,brainscience-works-2,https://www.newschools.org/venture/brainscience-works-2/,Learning Solutions,https://brainscience.works/,"BrainScience Works envisions a future where neuroscience, technology, and innovative teaching methods make literacy accessible to all. Their programs build confidence and success for struggling readers, unlocking the potential of every learner through transformative, inclusive education.",,,2023,2025,https://www.newschools.org/wp-content/uploads/2025/10/BrainScience-Works-1.png,,,,
28,new-schools,Bridge 2 Hope St. Louis Parent Institute,bridge-2-hope-st-louis-parent-institute,https://www.newschools.org/venture/bridge-2-hope-st-louis-parent-institute/,Diverse Leaders,https://stlbridge2hope.org/,"Bridge 2 Hope St. Louis is a parent-led organization with a mission to educate, empower and activate parents and grandparents to disrupt the system of inequity, fight unjust policies, and advocate for their children’s right to quality educational options. Bridge 2 Hope St. Louis empowers parents and their children through intentional outreach to the most vulnerable communities with a focus on on building strong communal relationships.",,,2019,2022,,,,,
29,new-schools,Bridgemakers,bridgemakers-2,https://www.newschools.org/venture/bridgemakers-2/,Racial Equity,https://www.bridgemakersmn.org/,"Bridgemakers is building a national movement of Black, Latino and low-income student changemakers to help drive the purpose-driven dramatic improvement of American public secondary schooling through youth-led public leadership and learning. We advance this vision by building school-based student changing-making and school-connected learning labs.",,,,2022,,,,,
30,new-schools,Brothers Liberating Our Communities,brothers-liberating-our-communities,https://www.newschools.org/venture/brothers-liberating-our-communities/,Diverse Leaders,https://www.theblockc.org/,"Brothers Liberating Our Communities works to increase the number of Black Male Educators in schools. Through retention and sustainment strategies, BLOC hopes that all students will have access to dynamic Black men in the educational experience. The Akoma Ntoso Fellowship supports, trains. and retains early and mid-career Black male educators in Kansas City by curating safe, liberatory spaces.",,,2020,2022,,,,,
31,new-schools,Build Our Lives Together Inc,build-our-lives-together-inc-2,https://www.newschools.org/venture/build-our-lives-together-inc-2/,Racial Equity,https://www.phillybolt.org/,"Building Our Lives Together, Inc (BOLT) aims to redistribute resources to strengthen people power in marginalized communities, by providing leadership development, organizing, and advocacy programming for high school students, equipping them with the tools, resources, and network to lead change. Their work takes root in Philadelphia, where economic disparities are persistent and continue to have an outsized impact on students in marginalized communities.BOLT’s long-term vision is to build the next generation of powerful grassroots youth leaders from marginalized neighborhoods who will go on to build thriving neighborhoods and inspire others from their communities to do the same.",,,,2022,,,,,
32,new-schools,Butler Academy,butler-academy-2,https://www.newschools.org/venture/butler-academy-2/,Innovative Schools,https://www.butleracademy.us/,"Butler Academy is a tuition-free K-12 public charter school in Darlington County, SC that launched in Fall 2022. The school intends to serve 170 students at full enrollment across grades 6-8. Their mission is to create an enthusiastic culture of learning in which every scholar is expected and positioned to succeed academically. Employing a Compassionate School model, we realize our mission by emphasizing the social and emotional well-being of our scholars, families, and staff. Their BRAVE core values (Belonging, Respect, Accountability, Vision, and Excellence) inform and guide all aspects of our work.",,,2018,2022,,,,,
33,new-schools,California Indian Museum and Cultural Center,california-indian-museum-and-cultural-center-2,https://www.newschools.org/venture/california-indian-museum-and-cultural-center-2/,Learning Solutions,https://cimcc.org/education-center/,"The purpose of the California Indian Museum and Cultural Center is to culturally enrich and benefit the people of California and the general public. The goals of CIMCC are to educate the public about California Indian history and cultures, from a native perspective.",,,1996,2025,https://www.newschools.org/wp-content/uploads/2025/10/California-Indian-Museum-and-Cultural-Center-1.png,,,,
34,new-schools,Camelback Ventures,camelback-ventures,https://www.newschools.org/venture/camelback-ventures/,Additional Investments,https://www.camelbackventures.org/,Camelback Ventures increases access to opportunity for entrepreneurs of color and women by investing in their ventures and leadership while advocating for fairness in their funding. Camelback is building thriving communities powered by diverse social innovators in education and technology.,Past,,2015,2014,https://www.newschools.org/wp-content/uploads/2025/10/Camelback-Ventures-Logo.png,,,,
35,new-schools,Capti – Charmtech Labs LLC,capti-charmtech-labs-llc,https://www.newschools.org/venture/capti-charmtech-labs-llc/,Learning Solutions,http://www.captivoice.com,"Capti is a literacy platform that helps improve reading for students of all abilities with evidence based solutions. The new initiative will empower researchers to prototype experimental reading interventions, validate them, and bring them to market via Capti. Capti will democratize intervention development, shorten time to market, and enable researchers to scale their impact.",,,2010,2023,https://www.newschools.org/wp-content/uploads/2023/09/Capti-New-Logo-23_RGB_10_115_235.png,,,,
36,new-schools,Celebrate Dyslexia,celebrate-dyslexia,https://www.newschools.org/venture/celebrate-dyslexia/,"Early Identification,Learning Differences",https://celebratedyslexia.org/,"Celebrate Dyslexia is on a mission to celebrate, educate and empower the one in five with dyslexia. Our vision is every human with dyslexia is equitably prepared to live, work and experience life with limitless opportunity. Overall, Celebrate Dyslexia’s multi-faceted approach, engaging partnerships across various sectors, and addressing different aspects of dyslexia education and support demonstrate a commitment to achieving a dyslexia-aware environment.",Past,,,2023,https://www.newschools.org/wp-content/uploads/2023/09/CD_400x120_Horizontal-Logo-1-3-1024x318.png,,,,
37,new-schools,Celebrate EDU,celebrate-edu,https://www.newschools.org/venture/celebrate-edu/,Learning Differences,https://celebrateedu.org/,Celebrate EDU provides individuals with disabilities the skills needed to become entrepreneurs. Celebrate EDU’snew initiative will provide curricula to create group-based microenterprises for youth with learning differences in high school. The goal is to introduce entrepreneurship to students and encourage leadership development through business education.,Past,,2022,2022,https://www.newschools.org/wp-content/uploads/2022/12/Celebrate-Edu.jpg,,,,
38,new-schools,Central Brooklyn Literacy Academy,central-brooklyn-literacy-academy,https://www.newschools.org/venture/central-brooklyn-literacy-academy/,Innovative Schools,,"Literacy Academy Collective (LAC) designs and supports NYC public schools in implementing evidence-based literacy instruction. By partnering with schools, families, community-based organizations, and higher education institutions, LAC delivers culturally relevant, structured literacy to marginalized students at the intersection of race, income, and disability.",Past,,,2024,https://www.newschools.org/wp-content/uploads/2024/10/Central-Brooklyn-Literacy-Academy.png,,,,
39,new-schools,Central Queens Academy,central-queens-academy,https://www.newschools.org/venture/central-queens-academy/,Innovative Schools,http://www.centralqueensacademy.org,"Central Queens Academy Charter Schools operate two schools in the heart of Queens, New York City, serving a diverse community of scholars. As the schools expand to enroll 1,800 students in grades K-8, they aim to equip students with the skills and knowledge needed to excel in education, thrive in the workforce, and contribute meaningfully to their communities.",Past,,2012,,https://www.newschools.org/wp-content/uploads/2024/12/Central-Queens-Academy.png,,,,
40,new-schools,ChattAcademy Community School,chattacademy-community-school-2,https://www.newschools.org/venture/chattacademy-community-school-2/,Innovative Schools,http://www.chattacademy.org,"In partnership with families, ChattAcademy Community School empowers students in grades 6-12 to explore their curiosity, build global competence through bilingual studies, make a positive impact on their communities, and develop strong character. The school prepares students to excel in the postsecondary opportunities of their choice.",Past,,2022,,https://www.newschools.org/wp-content/uploads/2024/12/ChattAcademy-Community-School.png,,,,
41,new-schools,Childhood Education International (CE International),childhood-education-international-ce-international,https://www.newschools.org/venture/childhood-education-international-ce-international/,Diverse Leaders,https://ceinternational1892.org/,"Childhood Education International (CE International) is committed to developing and amplifying innovative solutions to education challenges. CE International is launching the Refugee Educator Academy, an initiative dedicated to supporting prospective educators of color living in displacement, conflict, crisis, migration, and resettlement contexts. The Refugee Educator Academy will build a structured, supportive, and responsive pathway to teaching for people of refugee/immigrant backgrounds. In facilitated communities of practice, participants will follow a year-long journey that includes learning, micro-credentialing, mentorship, career exploration, and creation of personalized plans to reach career goals. This initiative will diversify the teacher workforce, address teacher shortages, improve education quality, and create more inclusive, culturally relevant schools.",,,2022,2023,https://www.newschools.org/wp-content/uploads/2023/09/CEI-Primary-Logo-Transparent-1024x237.png,,,,
42,new-schools,CitySchools Collaborative,cityschools-collaborative-2,https://www.newschools.org/venture/cityschools-collaborative-2/,"GenAI Math Tutoring,Learning Solutions",,"CitySchools Collaborative catalyzes and scales school-based interventions. With support from NewSchools, it is developing Sophia, an AI tutor coach aligned to its proprietary math curriculum that provides tutors with real-time support to deliver stronger instruction.",,,2017,2025,https://www.newschools.org/wp-content/uploads/2025/10/CitySchools-Collaborative-1.png,,,,
43,new-schools,Code Switch Restorative Justice for Girls of Color,code-switch-restorative-justice-for-girls-of-color-2,https://www.newschools.org/venture/code-switch-restorative-justice-for-girls-of-color-2/,Racial Equity,https://codeswitch.org/,"Code Switch Restorative Justice for Girls of Color (Code Switch) seeks to eradicate the inequities shaping the K-12 experiences of Black girls. Based on the belief that Black girls thrive when they feel seen, heard, and valued, Code Switch envisions K-12 schools as spaces where Black girls are free to be and become their authentic selves, are empowered to engage their unique ways of being, and are encouraged to imagine a future for themselves beyond the worlds they see before them.",,,,2022,,,,,
44,new-schools,Cognitive ToyBox,cognitive-toybox,https://www.newschools.org/venture/cognitive-toybox/,Learning Differences,https://www.cognitivetoybox.com/,"Cognitive ToyBox develops game-based tools that make early childhood assessment efficient, actionable and equitable. Their mission is to help every child start school ready to succeed. Through the Learning Differences initiative, they are developing new research-based tools to support the assessment of social-emotional and executive functioning skills for 3-to-5 year old children.",Past,,2021,,https://www.newschools.org/wp-content/uploads/2022/12/Cognitive-Toy-Box.png,,,,
45,new-schools,CommunityShare,community-share,https://www.newschools.org/venture/community-share/,Teaching Reimagined,https://www.communityshare.org/,"CommunityShare ignites civic engagement and a passion for learning by tapping into the wisdom and lived experiences of educators, students, and community members. Through collaboration, CommunityShare co-creates real-world learning experiences that build relationships, deepen understanding, and empower collective action.",Past,,2015,2024,https://www.newschools.org/wp-content/uploads/2024/10/CommunityShare-1.png,,,,
46,new-schools,Convivir Colorado,convivir-colorado-2,https://www.newschools.org/venture/convivir-colorado-2/,Racial Equity,https://convivircolorado.org/,"2648 International Blvd Ste 301, Oakland, CA 94601  |    EIN: 94-3281780   |info@newschools.org|Accessibility Statement",,,,2022,,,,,
47,new-schools,Coursemojo Inc.,coursemojo-inc-2,https://www.newschools.org/venture/coursemojo-inc-2/,Learning Solutions,https://www.coursemojo.com/,"Coursemojo empowers educators to meet the diverse needs of all students by providing accessible, interactive, and inclusive instructional materials. With Mojo, an AI-powered virtual teaching assistant, Coursemojo offers students personalized 1:1 support on curriculum-aligned activities.",Past,,2023,2024,https://www.newschools.org/wp-content/uploads/2024/10/Coursemojo-Inc-1.png,,,,
48,new-schools,Cultivating Literacy,cultivating-literacy-2,https://www.newschools.org/venture/cultivating-literacy-2/,Learning Solutions,https://www.cultivatingliteracy.org/,"Cultivating Literacy partners with schools to support dual-language TK-3rd grade students and their families by providing individualized reading support to improve accuracy and confidence. With the help of a bilingual reading coach and digital family portal, students engage in research-based reading activities that make learning enjoyable and strengthen the connection between school and home.",Past,,2019,2024,https://www.newschools.org/wp-content/uploads/2024/10/Cultivating-Literacy-1.png,,,,
49,new-schools,Da Vinci Schools,da-vinci-schools,https://www.newschools.org/venture/da-vinci-schools/,Innovative Schools,http://www.davincischools.org,"Da Vinci Schools operates six highly diverse schools in LA serving 2700+ students from 126 zip codes. We incorporate college/career readiness and project-based learning, LifeLaunch will blend high school, college credits, and career training focused on students aged 16-20. We envision a regional K-12 partnership across several districts, businesses and higher education, eliminating hurdles and stigmas often faced by the most marginalized learners.",,,,2022,,,,,
50,new-schools,"Da Vinci Schools, LifeLaunch",lifelaunch,https://www.newschools.org/venture/lifelaunch/,,http://www.davincischools.org,"Da Vinci Schools operates six highly diverse schools in LA serving 2700+ students from 126 zip codes. We incorporate college/career readiness and project-based learning, LifeLaunch will blend high school, college credits, and career training focused on students aged 16-20. We envision a regional K-12 partnership across several districts, businesses and higher education, eliminating hurdles and stigmas often faced by the most marginalized learners.",,,,,https://www.newschools.org/wp-content/uploads/2024/05/DV-LOGO-new-orange-790x1024.jpg,,,,
51,new-schools,Data Research for Indigenous Futures (DRIF),data-research-for-indigenous-futures-drif,https://www.newschools.org/venture/data-research-for-indigenous-futures-drif/,Racial Equity,,Data Research for Indigenous futures (DRIF): Our vision is creating Indigenous futures by collaboratively working to uphold Indigenous data sovereignty so that Native children and youth are provided with life-changing possibilities and support to thrive in educational school systems across Indigenous North America.,,,,,,,,,
52,new-schools,DC Public Education Fund,dc-public-education-fund,https://www.newschools.org/venture/dc-public-education-fund/,Learning Solutions,http://www.dcedfund.org,"The DC Public Education Fund was founded in 2007 to help DC Public Schools address its most pressing challenges through organized philanthropy. As an independent organization, our team raises significant private dollars that incubate cutting-edge start-up ideas for students. To combat the lack of teacher engagement and a dearth of culturally affirming foundational literacy resources, through Readers Next Door DCPS trained their very own DCPS educators to create culturally relevant decodable books for students in grades K-2.",,,,2023,https://www.newschools.org/wp-content/uploads/2023/09/HighRes_EdFund_Logo-987x1024.jpg,,,,
53,new-schools,Diffit,diffit,https://www.newschools.org/venture/diffit/,Learning Solutions,http://diffit.me,"Diffit helps teachers to instantly get differentiated lesson resources for any topic, article, or reading. This saves teachers tons of time – while helping all students, regardless of reading level, to access grade level curriculum.",,,,2023,https://www.newschools.org/wp-content/uploads/2023/09/diffit_logo_green-1.jpg,,,,
54,new-schools,Diverse Learners Cooperative,diverse-learners-cooperative-2,https://www.newschools.org/venture/diverse-learners-cooperative-2/,Learning Differences,,"The Diverse Learners Cooperative will launch an 18-month, job-embedded special education certification program to increase the number of qualified special education teachers in local schools. In the first year, it will support a cohort of first-year special educators by providing job-embedded support and gathering targeted feedback to create responsive curricula and supportive certification pathways.",Past,,,2024,https://www.newschools.org/wp-content/uploads/2024/10/Diverse-Learners-Cooperative-1.png,,,,
55,new-schools,Diversity in Leadership Institute,diversity-in-leadership-institute,https://www.newschools.org/venture/diversity-in-leadership-institute/,Additional Investments,https://www.diversityinleadership.org/,"The Diversity in Leadership Institute, a nonprofit 501(c)3 organization, identifies, develops, and supports racially diverse public school leaders to serve as change agents to close the opportunity gap, through movement building, growing talent pipelines for excellence in school leadership and advocacy.",Past,,2019,2019,https://www.newschools.org/wp-content/uploads/2025/10/Diversity-in-Leadership-Institute.png,,,,
56,new-schools,Duquesne City School District,duquesne-city-school-district,https://www.newschools.org/venture/duquesne-city-school-district/,Innovative Schools,http://www.dukecitysd.org,"Offer rigorous & personalized learning, foster academic achievement, and support social-emotional development and career readiness through community partnerships, ultimately empowering excellence and growth for adults and student",Past,,,2023,https://www.newschools.org/wp-content/uploads/2023/09/Image-5-16-22-at-1.09-PM-Sue-Mariani-1.jpg,,,,
57,new-schools,Dyslexia Alliance for Black Children,dyslexia-alliance-for-black-children,https://www.newschools.org/venture/dyslexia-alliance-for-black-children/,Learning Differences,https://www.dyslexiaallianceforblackchildren.org/,"Dyslexia Alliance for Black Children works to eliminate the amplified inequities for Black children experiencing unaddressed dyslexia or related learning disabilities. Through collaborative efforts with families and educators, we inform, empower, and raise awareness of the need for early identification and intervention for Black children with dyslexia through sharing knowledge, dismantling systems of bias, and paving pathways to evidence-based reading instruction.",Past,,2020,,https://www.newschools.org/wp-content/uploads/2022/12/Dyslexia-Alliance-for-Black-Children.jpg,,,,
