id,fund,name,slug,fund_url,sectors,website,description,stage,stage_year,founded_year,invested_year,logo_url,source_modified,ticker_symbol,acquirer,founders
20,owl-ventures,Degreed,degreed,https://www.owlvc.com/portfolio/degreed,Future of Work,https://degreed.com/,Degreed is the learning platform relied on by millions of employees from hundreds of global companies to build skills for today and tomorrow.,,,2012,2018,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dacd_Frame%202085665565%20-%202025-06-28T010802.384.svg,,,,Eric Sharp
21,owl-ventures,Derivita,derivita,https://www.owlvc.com/portfolio/derivita,Pre K-12,https://www.derivita.com/,The next-generation math courseware and assessment platform for K12 schools and districts.,,,2017,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9db55_Frame%202085665565%20(1).svg,,,,Ryan Brown
22,owl-ventures,DeweyLearn,deweylearn,https://www.owlvc.com/portfolio/deweylearn,,http://www.deweylearn.com/,"AI-powered learning observation, instructional support and student assessment.",,,2024,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9db0a_Frame%202085665565%20-%202025-07-11T020125.778.svg,,,,Luyen Chou and Dirk Liebich
23,owl-ventures,Dreambox,dreambox,https://www.owlvc.com/portfolio/dreambox,Pre K-12,https://www.dreambox.com/,"An adaptive, online K-8 math program proven to raise student achievement while supporting informed decision making.",Acquired,,2006,2015,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dacb_Frame%202085665565%20-%202025-06-28T010452.577.svg,,,TPG,
24,owl-ventures,Ethiqly,ethiqly,https://www.owlvc.com/portfolio/ethiqly,Pre K-12,https://www.ethiqly.ai/,Ethiqly is a shared digital writing platform for teachers and students enhancing writing instruction with personalized feedback.,,,2022,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dac9_Frame%202085665565%20-%202025-06-28T010317.131.svg,,,,
25,owl-ventures,Fiveable,fiveable,https://www.owlvc.com/portfolio/fiveable,Pre K-12,https://fiveable.me/,Fiveable is a social learning platform that engages students through community-powered content and interactive study rooms.,,,2018,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dac7_Frame%202085665565%20-%202025-06-28T010100.494.svg,,,,Tán Ho
26,owl-ventures,Fizz,fizz,https://www.owlvc.com/portfolio/fizz,Future of Work,https://fizz.social/,Fizz is a social app that allows students to connect with their campus.,,,2020,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dac5_Frame%202085665565%20-%202025-06-28T005948.627.svg,,,,"Teddy Solomon, Ashton Cofer"
27,owl-ventures,Futre,futre,https://www.owlvc.com/portfolio/futre,Pre K-12,https://futre.me/,"Futre offers young people a trustworthy tool for discovering who they want to be, what the world has to offer, and where the two intersect.",,,2021,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dac3_Frame%202085665565%20-%202025-06-28T005845.906.svg,,,,Cindy Wang
28,owl-ventures,Galena,galena,https://www.owlvc.com/portfolio/galena,Future of Work,https://www.galena.com/,Galena is a Brazilian startup that propels young talents to access great careers.,,,2020,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6965de7a1ea48cfb4628fd28_Galena_logo.svg,,,,Eduardo Mufarej
29,owl-ventures,Gather,gather,https://www.owlvc.com/portfolio/gather,Future of Work,#,Gather brings together the best classes from the best global providers—both live and on-demand.,Acquired,,2020,2020,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dabf_Frame%202085665565%20-%202025-06-28T005408.586.svg,,,Mighty Networks,Rob Urstein and Alex Avery
30,owl-ventures,Genially,genially,https://www.owlvc.com/portfolio/genially,Pre K-12,https://genially.com/,"Genially is your all-in-one online tool for creating interactive and animated presentations, interactive images, infographics, and more.",,,2014,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dabe_Frame%202085665565%20-%202025-06-28T004214.251.svg,,,,"Chema Roldán, Luis García"
31,owl-ventures,Greenlight,greenlight,https://www.owlvc.com/portfolio/greenlight,Pre K-12,https://greenlight.com/,Greenlight is the family finance company on a mission to help parents raise financially-smart kids.,,,2014,2021,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dabb_Frame%202085665565%20-%202025-06-28T003119.749.svg,,,,Johnson Cook
32,owl-ventures,Hazel Health,hazel-health,https://www.owlvc.com/portfolio/hazel-health,Pre K-12,https://www.hazel.co/,"Hazel’s mission is to transform lives by providing all children access to high quality healthcare. The largest telemedicine service designed to serve kids, Hazel brings on-demand care to all children when and where it’s needed - at school.",,,2015,2019,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dab9_Frame%202085665565%20-%202025-06-28T003016.479.svg,,,,"Nick Woods, Dr. Rob Darzynkiewicz"
33,owl-ventures,Honorlock,honorlock,https://www.owlvc.com/portfolio/honorlock,Post-Secondary,https://honorlock.com/,Honorlock revolutionizes the way academic institutions and enterprise corporations enable equity in online courses and exams.,,,2014,2021,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dab7_Frame%202085665565%20-%202025-06-28T002923.990.svg,,,,
34,owl-ventures,Hoytrabajas,hoytrabajas,https://www.owlvc.com/portfolio/hoytrabajas,Future of Work,https://hoytrabajas.com/,"HoyTrabajas is a solution that connects operational talent with companies in a more efficient, agile and reliable way.",,,2018,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dab5_Frame%202085665565%20-%202025-06-28T002333.134.svg,,,,"Sebastian Arce, Vladimir Guzman"
35,owl-ventures,Ignite,ignite,https://www.owlvc.com/portfolio/ignite,Pre K-12,https://ignite-reading.com/,"Ignite Reading delivers one-to-one virtual tutoring that teaches K-8th graders the foundational skills they need to become confident, fluent readers.",,,2020,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dab3_Frame%202085665565%20(100).svg,,,,Evan Marwell
36,owl-ventures,Imbellus,imbellus,https://www.owlvc.com/portfolio/imbellus,Future of Work,https://www.imbellus.com/,"Imbellus builds simulation based assessments to evaluate how people think, not just what they know.",Acquired,,2015,2018,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9dab1_Frame%202085665565%20(98).svg,,,Roblox (NYSE: RBLX),
37,owl-ventures,Interplay Learning,interplay-learning,https://www.owlvc.com/portfolio/interplay-learning,Future of Work,https://www.interplaylearning.com/,Interplay Learning is the leading global provider of online and VR training for essential skilled trades.,,,2016,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9daaf_Frame%202085665565%20(97).svg,,,,
38,owl-ventures,Jotit,jotit,https://www.owlvc.com/portfolio/jotit,Pre K-12,https://www.jotit.io/,"Jotit merges pen-and-paper simplicity with digital learning, creating a focused, organized, and engaging learning-space.",,,2022,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9daad_Frame%202085665565%20(96).svg,,,,"Yuval Chomski, Aric Katz"
39,owl-ventures,Kiddom,kiddom,https://www.owlvc.com/portfolio/kiddom,Pre K-12,https://www.kiddom.co/,"Connecting curriculum, learning, and data in one place to help educators and learners unlock their full potential.",,,2015,2017,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9daab_Frame%202085665565%20(95).svg,,,,Abbas Manjee
40,owl-ventures,Kuali,kuali,https://www.owlvc.com/portfolio/kuali,Post-Secondary,https://www.kuali.co/,"Kuali delivers administrative software built specifically for higher education to more than 160 institutions using modern, cloud-based technology. Thoughtfully-designed software streamlines processes to significantly reduce costs for student services, financials, research, and continuity planning.",Acquired,,2014,2018,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9daa9_Frame%202085665565%20(93).svg,,,Banneker Partners,Chris Coppola
41,owl-ventures,Kyron Learning,kyronlearing,https://www.owlvc.com/portfolio/kyronlearing,Post-Secondary,https://www.kyronlearning.com/,Scaling great teachers through conversational AI.,,,2022,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9daa7_Frame%202085665565%20(91).svg,,,,
42,owl-ventures,Labster,labster,https://www.owlvc.com/portfolio/labster,Post-Secondary,https://www.labster.com/,"Labster helps make science come to life anytime, anywhere, at a fraction of the cost.",,,2012,2019,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9daa5_Frame%202085665565%20(89).svg,,,,"Michael Bodekaer Jensen, Mads Bonde"
43,owl-ventures,LeapFinance,leapfinance,https://www.owlvc.com/portfolio/leapfinance,Post-Secondary,https://leapfinance.com/,Leap is on a mission to democratize access to a quality global education. There are more than 5 million international students today across the world with the South / South East Asia region being the primary driver of growth. Leap helps these bright and ambitious millennials in their quest for global impact.,,,2019,2021,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9daa3_Frame%202085665565%20(87).svg,,,,Arnav Kumar
44,owl-ventures,LearnZillion,learnzillion,https://www.owlvc.com/portfolio/learnzillion,Pre K-12,https://ilclassroom.com/,LearnZillion integrates top-tier curricula that position districts for success.,Acquired,,2011,2015,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9daa1_Frame%202085665565%20(86).svg,,,Imagine Learning,
45,owl-ventures,Leleketang,leleketang,https://www.owlvc.com/portfolio/leleketang,Pre K-12,https://www.leleketang.com/,Lele Ketang is building a future where every K-12 student has equal access to the best education in China.,,,2014,2018,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6965def0308657a882d0293c_Logo_Lele.svg,,,,Dalun Xu (DL)
46,owl-ventures,Letrus,letrus,https://www.owlvc.com/portfolio/letrus,Pre K-12,https://www.letrus.com/,"Letrus is an educational program dedicated to improving literacy and language development, promoting authorship and diversity.",,,2014,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9da9d_Frame%202085665565%20(84).svg,,,,Luis Junqueira
47,owl-ventures,LingoAce,lingoace,https://www.owlvc.com/portfolio/lingoace,Pre K-12,https://www.lingoace.com/,"LingoAce offers an immersive, interactive and effective language-learning platform for global young learners.",,,2017,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9da78_Frame%202085665565%20(83).svg,,,,
48,owl-ventures,Lingo Live,lingo-live,https://www.owlvc.com/portfolio/lingo-live,Future of Work,https://www.lingolive.com/,"Lingo Live connects global employees one-on-one with personal coaches who help them communicate with confidence through secure, online lessons.",Acquired,,2014,2016,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9da54_Frame%202085665565%20(81).svg,,,,
49,owl-ventures,Linus,linus,https://www.owlvc.com/portfolio/linus,Pre K-12,https://linusprep.com/,Linus makes test prep fun and free for everyone.,,,2024,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9da25_Frame%202085665565%20(79).svg,,,,Cory Johnson
50,owl-ventures,MasterClass,masterclass,https://www.owlvc.com/portfolio/masterclass,Future of Work,https://www.masterclass.com/,MasterClass is a provider of an online education platform designed to offer video-based online courses from best-in-class subject matter experts.,,,2015,2020,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d9f2_Frame%202085665565%20(77).svg,,,,
51,owl-ventures,Maximal Learning,maximal-learning,https://www.owlvc.com/portfolio/maximal-learning,Pre K-12,http://www.maximallearning.com/,Maximal Learning aims to leverage the latest in generative AI to build a personalized coaching experience that will support students of all ages and help them develop the skills needed for learning and their careers.,,,2023,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d9b8_Frame%202085665565%20(76).svg,,,,
52,owl-ventures,Mighty network,mighty-network,https://www.owlvc.com/portfolio/mighty-network,Future of Work,https://www.mightynetworks.com/,"Mighty Networks is the premiere SaaS platform for creators and brands to build online businesses with memberships, courses, and events all in one place — all powered by community.",,,2010,2021,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d98a_Frame%202085665565%20(74).svg,,,,
53,owl-ventures,Morressier,morressier,https://www.owlvc.com/portfolio/morressier,Post-Secondary,https://www.morressier.com/,"Morressier enables all the world’s learners to discover, share, and advance new ideas by helping scientific organizations host impactful virtual and hybrid conferences, amplify content, and build a community around previously hidden knowledge.",Acquired,,2014,2021,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d977_Frame%202085665565%20(72).svg,,,Molecular Connections,"Rino Montiel, Justus Weweler"
54,owl-ventures,Newsela,newsela,https://www.owlvc.com/portfolio/newsela,Pre K-12,https://newsela.com/,Great instruction starts with great content.,,,2012,2014,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d974_Frame%202085665565%20(71).svg,,,,"Dan Cogan-Drew, Matthew Gross"
55,owl-ventures,Noodle Partners,noodle-partners,https://www.owlvc.com/portfolio/noodle-partners,Post-Secondary,https://www.noodle.com/,Noodle Partners helps colleges and universities create and manage first-rate online and hybrid programs.,,,2014,2017,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d973_Frame%202085665565%20(70).svg,,,,
56,owl-ventures,Novakid,novakid,https://www.owlvc.com/portfolio/novakid,Pre K-12,https://www.novakidschool.com/,"Novakid is an online ESL learning platform, offering individual lessons with native speaking certified teachers for children ages 4-12 with AI-assisted data extraction and analysis.",,,2018,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d971_Frame%202085665565%20(68).svg,,,,Dmitry Malin
57,owl-ventures,Olive,olive,https://www.owlvc.com/portfolio/olive,,https://www.olive.is/,"Enhancing LLM-based systems by adding a layer of Engagement- as-a-Service, enabling chatbots and voice assistants to better understand users’ emotional tone and intent, and respond accordingly with greater empathy and nuance.",,,2024,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6965ec49f988b1198691f197_Olive%20Logo.svg,,,,
58,owl-ventures,Panorama,panorama,https://www.owlvc.com/portfolio/panorama,Pre K-12,https://www.panoramaed.com/,"Panorama helps schools build social-emotional skills for students and ensure that all students are graduating prepared for college, career, and life. Today, Panorama serves 10 million students and 1,100 school districts.",,,2012,2015,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d96f_Frame%202085665565%20(66).svg,,,,Xan Tanner
59,owl-ventures,ParentSqueare,parentsqueare,https://www.owlvc.com/portfolio/parentsqueare,Pre K-12,https://www.parentsquare.com/,"One unified platform, enhanced with AI to support your entire school community.",,,,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d94a_Frame%202085665565%20(63).svg,,,,
60,owl-ventures,Preplay,preplay,https://www.owlvc.com/portfolio/preplay,Future of Work,https://preply.com/,Preply is an online educational platform that pairs students with private tutors remotely via online chat. It features a ranking algorithm that uses machine learning for classification and recommendation of tutors.,,,2012,2021,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d94d_Frame%202085665565%20(65).svg,,,,"Dmytro Voloshyn, Serge Lukyanov"
61,owl-ventures,Quizlet,quizlet,https://www.owlvc.com/portfolio/quizlet,Pre K-12;Post-Secondary,https://quizlet.com/,Our mission is simple: to help students (and their teachers) practice and master whatever they are learning.,,,2005,2015,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d949_Frame%202085665565%20(62).svg,,,,Andrew Sutherland
62,owl-ventures,Raftr,raftr,https://www.owlvc.com/portfolio/raftr,Post-Secondary,https://www.raftr.com/,Raftr is a trusted communications platform enabling college students ro get current on events and connect with people with similar interests.,,,2018,2019,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d946_Frame%202085665565%20(61).svg,,,,
63,owl-ventures,RaiseME,raiseme,https://www.owlvc.com/portfolio/raiseme,Pre K-12,https://www.raise.me/,RaiseMe is changing the way students access billions of dollars each year in financial aid for college.,Acquired,,2012,2015,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d944_Frame%202085665565%20(60).svg,,,CampusLogic,
64,owl-ventures,Rebel,rebel,https://www.owlvc.com/portfolio/rebel,Pre K-12,https://www.rebelgirls.com/,"Rebel Girls is a global, multi-platform entertainment brand dedicated to inspiring and instilling confidence in a generation of girls around the world.",Acquired,,2016,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d942_Frame%202085665565%20(59).svg,,,,Elena Favilli
65,owl-ventures,Sanjieke,sanjieke,https://www.owlvc.com/portfolio/sanjieke,,https://www.sanjieke.cn/,SanJieKe is a leading vocational education platform in China focused on addressing the digital skills gap for young professionals.,,,2015,2019,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d940_Frame%202085665565%20(57).svg,,,,"Caixin Xu, Youcan Huang"
66,owl-ventures,Schemata,schemata,https://www.owlvc.com/portfolio/schemata,Future of Work,https://schemata.com/,Schemata rapidly develops cutting-edge virtual training and simulation modules for defense and enterprise customers.,,,2022,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d93e_Frame%202085665565%20(55).svg,,,,
67,owl-ventures,Securly,securly,https://www.owlvc.com/portfolio/securly,Pre K-12,https://www.securly.com/,"From tools that help create a kid-friendlier Internet to an AI that recognizes signs of bullying and intuits risks of self-harm, Securly's solutions fulfill its core mission: to keep kids safe online.",Acquired,,2012,2016,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d93d_Frame%202085665565%20(54).svg,,,Golden Gate Capital,Vinay Mahadik
68,owl-ventures,Sizzle,sizzle,https://www.owlvc.com/portfolio/sizzle,Pre K-12;Future of Work,https://web.szl.ai/,"Sizzle AI is an app combining the power of AI with the engagement of social platforms to make learning engaging, personalized and effective for everyone, everywhere.",Acquired,,2022,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d938_Frame%202085665565%20(50).svg,,,Campus,
69,owl-ventures,Smalt,smalt,https://www.owlvc.com/portfolio/smalt,Future of Work,https://www.smalt.eu/,Smalt is the talent supply and productivity engine for the green trades.,,,2023,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d936_Frame%202085665565%20(48).svg,,,,Marius Westhoff
70,owl-ventures,Speechify,speechify,https://www.owlvc.com/portfolio/speechify,Pre K-12,https://speechify.com/,Human Quality AI Voices — Speechify's leading AI technology creates natural Voiceovers for all your content.,,,,,https://cdn.prod.website-files.com/6888a2feaeb58a0dabd9d905/6888a2feaeb58a0dabd9d93a_Frame%202085665565%20(52).svg,,,,
